Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LU-043,,,,,,,,,,,25,96384,22088,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LU-043,FT-089,,,,,,,,,,26,74296,1128,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LU-043,FT-089,MS-039,,,,,,,,,27,73168,0,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LU-043,FT-089,MS-039,MS-040,,,,,,,,28,73168,2800,96384
WB2018500077-A00150,CR-051,CR-046,OV-148,SP-005,PL-024,DR-007,EX-015,DM-005,PL-017,ME-004,PT-100,OV-121,EX-012,DM-006,OV-133,GP-005,PT-104,OV-121,EX-004,DM-006,OV-122,SB-001,ES-001,LS-063,LU-043,FT-089,MS-039,MS-040,LS-058,,,,,,,-1,70368,996,96384
WB2018500115-C00001,CR-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60240,0,60240
WB2018500115-C00001,CR-051,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60240,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,60240,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,60240,2008,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,,,,,,,,,,,,,,,,,,,,,,,,,,,9,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,,,,,,,,,,,,,,,,,,,,,,,,,,10,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,,,,,,,,,,,,,,,,,,,,,,,,,11,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,,,,,,,,,,,,,,,,,,,,,,,,12,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,,,,,,,,,,,,,,,,,,,,,,,13,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,,,,,,,,,,,,,,,,,,,,,,14,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,,,,,,,,,,,,,,,,,,,,,15,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,OV-121,,,,,,,,,,,,,,,,,,,,16,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,OV-121,EX-004,,,,,,,,,,,,,,,,,,,17,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,OV-121,EX-004,DM-005,,,,,,,,,,,,,,,,,,18,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,OV-121,EX-004,DM-005,OV-122,,,,,,,,,,,,,,,,,19,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,OV-121,EX-004,DM-005,OV-122,SB-001,,,,,,,,,,,,,,,,20,58232,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,OV-121,EX-004,DM-005,OV-122,SB-001,ES-001,,,,,,,,,,,,,,,21,58232,2008,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,OV-121,EX-004,DM-005,OV-122,SB-001,ES-001,LS-055,,,,,,,,,,,,,,22,56224,2008,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,OV-121,EX-004,DM-005,OV-122,SB-001,ES-001,LS-055,LK-006,,,,,,,,,,,,,23,54216,0,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,OV-121,EX-004,DM-005,OV-122,SB-001,ES-001,LS-055,LK-006,FT-072,,,,,,,,,,,,24,54216,1166,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,OV-121,EX-004,DM-005,OV-122,SB-001,ES-001,LS-055,LK-006,FT-072,MS-041,,,,,,,,,,,25,53050,34,60240
WB2018500115-C00001,CR-051,SP-005,PL-024,DR-004,EX-002,DM-005,PL-006,ME-005,PT-104,OV-121,EX-012,DM-006,OV-178,GP-005,PT-086,OV-121,EX-004,DM-005,OV-122,SB-001,ES-001,LS-055,LK-006,FT-072,MS-041,LS-058,,,,,,,,,,-1,53016,2006,60240
WB2018400670-A00069,CR-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,164736,0,164736
WB2018400670-A00069,CR-051,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,164736,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,164736,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,164736,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,164736,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,164736,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,164736,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,164736,572,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,,,,,,,,,,,,,,,,,,,,,,,,,,,9,164164,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,,,,,,,,,,,,,,,,,,,,,,,,,,10,164164,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,,,,,,,,,,,,,,,,,,,,,,,,,11,164164,1144,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,,,,,,,,,,,,,,,,,,,,,,,,12,163020,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,,,,,,,,,,,,,,,,,,,,,,,13,163020,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,,,,,,,,,,,,,,,,,,,,,,14,163020,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,,,,,,,,,,,,,,,,,,,,,15,163020,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,,,,,,,,,,,,,,,,,,,,16,163020,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,,,,,,,,,,,,,,,,,,,17,163020,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,DM-006,,,,,,,,,,,,,,,,,,18,163020,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,DM-006,OV-122,,,,,,,,,,,,,,,,,19,163020,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,DM-006,OV-122,SB-001,,,,,,,,,,,,,,,,20,163020,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,DM-006,OV-122,SB-001,ES-001,,,,,,,,,,,,,,,21,163020,572,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,DM-006,OV-122,SB-001,ES-001,LS-055,,,,,,,,,,,,,,22,162448,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,DM-006,OV-122,SB-001,ES-001,LS-055,LU-043,,,,,,,,,,,,,23,162448,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,DM-006,OV-122,SB-001,ES-001,LS-055,LU-043,FT-077,,,,,,,,,,,,24,162448,34,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,DM-006,OV-122,SB-001,ES-001,LS-055,LU-043,FT-077,GA-584,,,,,,,,,,,25,162414,1716,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,DM-006,OV-122,SB-001,ES-001,LS-055,LU-043,FT-077,GA-584,MS-016,,,,,,,,,,26,160698,0,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,DM-006,OV-122,SB-001,ES-001,LS-055,LU-043,FT-077,GA-584,MS-016,MS-018,,,,,,,,,27,160698,1669,164736
WB2018400670-A00069,CR-051,SP-005,PL-024,DR-004,EX-017,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-007,PT-086,OV-121,EX-006,DM-006,OV-122,SB-001,ES-001,LS-055,LU-043,FT-077,GA-584,MS-016,MS-018,LS-064,,,,,,,,-1,159029,543,164736
WB2018400670-A00070,CR-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,162448,1144,162448
WB2018400670-A00070,CR-051,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,,,,,,,,,,,,,,,,,,,,,,,,,,,9,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,,,,,,,,,,,,,,,,,,,,,,,,,,10,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,,,,,,,,,,,,,,,,,,,,,,,,,11,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,,,,,,,,,,,,,,,,,,,,,,,,12,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,,,,,,,,,,,,,,,,,,,,,,,13,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,,,,,,,,,,,,,,,,,,,,,,14,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,,,,,,,,,,,,,,,,,,,,,15,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,,,,,,,,,,,,,,,,,,,,16,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,,,,,,,,,,,,,,,,,,,17,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,DM-004,,,,,,,,,,,,,,,,,,18,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,DM-004,OV-122,,,,,,,,,,,,,,,,,19,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,DM-004,OV-122,SB-001,,,,,,,,,,,,,,,,20,161304,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,DM-004,OV-122,SB-001,ES-001,,,,,,,,,,,,,,,21,161304,572,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,DM-004,OV-122,SB-001,ES-001,LS-055,,,,,,,,,,,,,,22,160732,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,DM-004,OV-122,SB-001,ES-001,LS-055,LU-043,,,,,,,,,,,,,23,160732,572,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,DM-004,OV-122,SB-001,ES-001,LS-055,LU-043,FT-077,,,,,,,,,,,,24,160160,13,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,DM-004,OV-122,SB-001,ES-001,LS-055,LU-043,FT-077,GA-584,,,,,,,,,,,25,160147,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,DM-004,OV-122,SB-001,ES-001,LS-055,LU-043,FT-077,GA-584,MS-016,,,,,,,,,,26,160147,0,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,DM-004,OV-122,SB-001,ES-001,LS-055,LU-043,FT-077,GA-584,MS-016,MS-018,,,,,,,,,27,160147,1221,162448
WB2018400670-A00070,CR-051,SP-005,PL-024,DR-006,EX-017,DM-005,PL-017,ME-004,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-006,DM-004,OV-122,SB-001,ES-001,LS-055,LU-043,FT-077,GA-584,MS-016,MS-018,LS-064,,,,,,,,-1,158926,569,162448
WB2018400670-A00075,CR-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64064,572,64064
WB2018400670-A00075,CR-051,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63492,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,63492,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,63492,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,63492,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,63492,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,63492,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,63492,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,,,,,,,,,,,,,,,,,,,,,,,,,,,9,63492,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,,,,,,,,,,,,,,,,,,,,,,,,,,10,63492,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,,,,,,,,,,,,,,,,,,,,,,,,,11,63492,572,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,,,,,,,,,,,,,,,,,,,,,,,,12,62920,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,,,,,,,,,,,,,,,,,,,,,,,13,62920,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,,,,,,,,,,,,,,,,,,,,,,14,62920,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,,,,,,,,,,,,,,,,,,,,,15,62920,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,,,,,,,,,,,,,,,,,,,,16,62920,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,,,,,,,,,,,,,,,,,,,17,62920,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,DM-004,,,,,,,,,,,,,,,,,,18,62920,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,DM-004,OV-122,,,,,,,,,,,,,,,,,19,62920,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,DM-004,OV-122,SB-001,,,,,,,,,,,,,,,,20,62920,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,DM-004,OV-122,SB-001,ES-001,,,,,,,,,,,,,,,21,62920,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,DM-004,OV-122,SB-001,ES-001,LS-063,,,,,,,,,,,,,,22,62920,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,DM-004,OV-122,SB-001,ES-001,LS-063,LU-043,,,,,,,,,,,,,23,62920,572,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,DM-004,OV-122,SB-001,ES-001,LS-063,LU-043,FT-072,,,,,,,,,,,,24,62348,13,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,DM-004,OV-122,SB-001,ES-001,LS-063,LU-043,FT-072,GA-584,,,,,,,,,,,25,62335,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,DM-004,OV-122,SB-001,ES-001,LS-063,LU-043,FT-072,GA-584,MS-016,,,,,,,,,,26,62335,0,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,DM-004,OV-122,SB-001,ES-001,LS-063,LU-043,FT-072,GA-584,MS-016,MS-018,,,,,,,,,27,62335,408,64064
WB2018400670-A00075,CR-051,SP-005,PL-024,DR-005,EX-015,DM-005,PL-012,ME-005,PT-100,OV-121,EX-006,DM-006,OV-133,GP-005,PT-086,OV-121,EX-012,DM-004,OV-122,SB-001,ES-001,LS-063,LU-043,FT-072,GA-584,MS-016,MS-018,LS-064,,,,,,,,-1,61927,549,64064
WB2018400689-A00076,CR-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,164736,0,164736
WB2018400689-A00076,CR-051,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,164736,0,164736
WB2018400689-A00076,CR-051,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,164736,0,164736
WB2018400689-A00076,CR-051,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,164736,0,164736
WB2018400689-A00076,CR-051,SP-005,PL-024,DR-005,EX-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,164736,0,164736
