Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018500015-A00029,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,,,,,,,,,,,,,23,89,0,96
WB2018500015-A00029,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,,,,,,,,,,,,24,89,0,96
WB2018500015-A00029,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,GA-539,,,,,,,,,,,25,89,0,96
WB2018500015-A00029,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,GA-539,MS-020,,,,,,,,,,26,89,4,96
WB2018500015-A00029,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,GA-539,MS-020,AL-002,,,,,,,,,-1,85,5,96
WB2018500015-A00030,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,0,96
WB2018500015-A00030,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,3,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,,,,,,,,,,,,,,,,,,,,,,,,,11,93,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,,,,,,,,,,,,,,,,,,,,,,,,12,93,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,,,,,,,,,,,,,,,,,,,,,,,13,93,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,,,,,,,,,,,,,,,,,,,,,,14,93,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,,,,,,,,,,,,,,,,,,,,,15,93,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,,,,,,,,,,,,,,,,,,,,16,93,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,,,,,,,,,,,,,,,,,,,17,93,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,,,,,,,,,,,,,,,,,,18,93,1,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,LS-065,,,,,,,,,,,,,,,,,19,92,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,LS-065,FT-037,,,,,,,,,,,,,,,,20,92,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,LS-065,FT-037,LS-063,,,,,,,,,,,,,,,21,92,1,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,LS-065,FT-037,LS-063,CR-049,,,,,,,,,,,,,,22,91,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,,,,,,,,,,,,,23,91,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,,,,,,,,,,,,24,91,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,AB-001,,,,,,,,,,,25,91,0,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,AB-001,FT-088,,,,,,,,,,26,91,1,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,AB-001,FT-088,GA-539,,,,,,,,,27,90,1,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,AB-001,FT-088,GA-539,MS-020,,,,,,,,28,89,2,96
WB2018500015-A00030,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,ME-007,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,AB-001,FT-088,GA-539,MS-020,AL-003,,,,,,,-1,87,0,96
WB2018500015-A00031,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,0,96
WB2018500015-A00031,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,,,,,,,,,,,,,,,,,,,,,,,,,11,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,,,,,,,,,,,,,,,,,,,,,,,,12,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,,,,,,,,,,,,,,,,,,,,,,,13,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,,,,,,,,,,,,,,,,,,,,,,14,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,,,,,,,,,,,,,,,,,,,,,15,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,,,,,,,,,,,,,,,,,,,,16,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,,,,,,,,,,,,,,,,,,,17,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,,,,,,,,,,,,,,,,,,18,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,,,,,,,,,,,,,,,,,19,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,,,,,,,,,,,,,,,,20,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,,,,,,,,,,,,,,,21,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,,,,,,,,,,,,,,22,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,,,,,,,,,,,,,23,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,IS-009,,,,,,,,,,,,24,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,IS-009,FT-088,,,,,,,,,,,25,96,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,IS-009,FT-088,MS-020,,,,,,,,,,26,96,5,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,IS-009,FT-088,MS-020,AL-002,,,,,,,,,27,91,0,96
WB2018500015-A00031,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-044,LS-033,IS-009,FT-088,MS-020,AL-002,MS-041,,,,,,,,-1,91,0,96
WB2018500015-A00034,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,0,33
WB2018500015-A00034,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,9,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,10,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,,,,,,,,,,,,,,,,,,,,,,,,,11,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,,,,,,,,,,,,,,,,,,,,,,,,12,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,,,,,,,,,,,,,,,,,,,,,,,13,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,,,,,,,,,,,,,,,,,,,,,,14,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,15,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,,,,,,,,,,,,,,,,,,,,16,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,,,,,,,,,,,,,,,,,,,17,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,,,,,,,,,,,,,,,,,,18,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,,,,,,,,,,,,,,,,,19,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,,,,,,,,,,,,,,,,20,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,,,,,,,,,,,,,,,21,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,,,,,,,,,,,,,,22,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,,,,,,,,,,,,,23,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,,,,,,,,,,,,24,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,GA-539,,,,,,,,,,,25,33,0,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,GA-539,MS-020,,,,,,,,,,26,33,3,33
WB2018500015-A00034,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,GA-539,MS-020,AL-002,,,,,,,,,-1,30,2,33
WB2018500017-A00035,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,0,96
WB2018500017-A00035,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,,,,,,,,,,,,,,,,,,,,,,,,,11,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,,,,,,,,,,,,,,,,,,,,,,,,12,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,,,,,,,,,,,,,,,,,,,,,,,13,96,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,,,,,,,,,,,,,,,,,,,,,,14,96,1,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,15,95,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,,,,,,,,,,,,,,,,,,,,16,95,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,,,,,,,,,,,,,,,,,,,17,95,1,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,,,,,,,,,,,,,,,,,,18,94,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,,,,,,,,,,,,,,,,,19,94,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,,,,,,,,,,,,,,,,20,94,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,,,,,,,,,,,,,,,21,94,1,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,,,,,,,,,,,,,,22,93,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,,,,,,,,,,,,,23,93,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,,,,,,,,,,,,24,93,1,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,GA-539,,,,,,,,,,,25,92,0,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,GA-539,MS-020,,,,,,,,,,26,92,14,96
WB2018500017-A00035,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,GA-539,MS-020,AL-003,,,,,,,,,-1,78,6,96
WB2018500017-A00036,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,0,96
WB2018500017-A00036,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96,0,96
